turbidity,source,taste,odour,colour,result
Low,Lake,Bitter,Rotten Egg,Yellow-Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  sulfur bacteria or hydrogen sulfide  .And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
Low,Lake,Bitter,Rotten Egg,Blue-Green,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms  sulfur bacteria or hydrogen sulfide  . And  contact of  water  with copper
Low,Lake,Bitter,Rotten Egg,White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.   sulfur bacteria or hydrogen sulfide  . And may be    presence of     Foaming     Agents  and air bubbles
Low,Lake,Bitter,Rotten Egg,Black,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms sulfur bacteria or hydrogen sulfide  . And  manganese in drinking water and  presence of  organic matter
Low,Lake,Bitter,Rotten Egg,Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. iron  content  sulfur bacteria or hydrogen sulfide  .
Low,Lake,Bitter,Rotten Egg,Orange,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms  sulfur bacteria or hydrogen sulfide  .And natural dissolved organic matter (e.g. tannins)
Low,Lake,Bitter,Rotten Egg,Cloudy-White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms sulfur bacteria or hydrogen sulfide  . And   may be    presence of     Foaming     Agents  and air bubbles
Low,Lake,Bitter,Rotten Egg,Yellow,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms sulfur bacteria or hydrogen sulfide  . And natural dissolved organic acids such as tannins and lignins
Low,Lake,Bitter,Sulphur,Red-Brown,As per given details the water is in the stage of decomposition of algae  and presence of sulfur bacteria or hydrogen sulfide  .
Low,Lake,Bitter,Sulphur,Black-Dark Brownn,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  sulfur bacteria or hydrogen sulfide  .And manganese in drinking water and  presence of  organic matter
Low,Lake,Bitter,Sulphur,Yellow-Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  sulfur bacteria or hydrogen sulfide  .And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
Low,Lake,Bitter,Sulphur,Blue-Green,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms  sulfur bacteria or hydrogen sulfide  . And  contact of  water  with copper
Low,Lake,Bitter,Sulphur,White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.   sulfur bacteria or hydrogen sulfide  . And may be    presence of     Foaming     Agents  and air bubbles
Low,Lake,Bitter,Sulphur,Black,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms sulfur bacteria or hydrogen sulfide  . And  manganese in drinking water and  presence of  organic matter
Low,Lake,Bitter,Sulphur,Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. iron  content  sulfur bacteria or hydrogen sulfide  .
Low,Lake,Bitter,Sulphur,Orange,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms  sulfur bacteria or hydrogen sulfide  .And natural dissolved organic matter (e.g. tannins)
Low,Lake,Bitter,Sulphur,Cloudy-White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms sulfur bacteria or hydrogen sulfide  . And   may be    presence of     Foaming     Agents  and air bubbles
Low,Lake,Bitter,Sulphur,Yellow,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms sulfur bacteria or hydrogen sulfide  . And natural dissolved organic acids such as tannins and lignins
Low,Lake,Bitter,Fishy,Red-Brown,As per given details the water is in the stage of decomposition of algae    Chloramine  ( combination of chlorine and ammonia) .
Low,Lake,Bitter,Fishy,Black-Dark Brownn,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.    Chloramine  ( combination of chlorine and ammonia) .And manganese in drinking water and  presence of  organic matter
Low,Lake,Bitter,Fishy,Yellow-Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.    Chloramine  ( combination of chlorine and ammonia) .And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
Low,Lake,Bitter,Fishy,Blue-Green,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms    Chloramine  ( combination of chlorine and ammonia) . And  contact of  water  with copper
Low,Lake,Bitter,Fishy,White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms   Chloramine  ( combination of chlorine and ammonia) . And   may be    presence of     Foaming     Agents  and air bubbles
Low,Lake,Bitter,Fishy,Black,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.     Chloramine  ( combination of chlorine and ammonia) . And manganese in drinking water and  presence of  organic matter
Low,Lake,Bitter,Fishy,Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. iron  content    Chloramine  ( combination of chlorine and ammonia) .
Low,Lake,Bitter,Fishy,Orange,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.    Chloramine  ( combination of chlorine and ammonia) ..And natural dissolved organic matter (e.g. tannins)
Low,Lake,Bitter,Fishy,Cloudy-White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.     Chloramine  ( combination of chlorine and ammonia) . And may be    presence of     Foaming     Agents  and air bubbles
Low,Lake,Bitter,Fishy,Yellow,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  natural dissolved organic acids such as tannins and lignins
Low,Lake,Bitter,Wet Dog Odour,Red-Brown,As per given details the water is in the stage of decomposition of algae  presence of bacteria that come from food  domastic wast .
Low,Lake,Bitter,Wet Dog Odour,Black-Dark Brownn,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.   presence of bacteria that come from food  domastic wast . And manganese in drinking water and  presence of  organic matter
Low,Lake,Bitter,Wet Dog Odour,Yellow-Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  presence of bacteria that come from food  domastic wast . And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
Low,Lake,Bitter,Wet Dog Odour,Blue-Green,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  presence of bacteria that come from food  domastic wast . And  contact of  water  with copper
Low,Lake,Bitter,Wet Dog Odour,White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  may be   presence of bacteria that come from food  domastic wast  Foaming     Agents  and air bubbles
Low,Lake,Bitter,Wet Dog Odour,Black,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. manganese in drinking water and presence of bacteria that come from food  domastic wast  and organic matter
Low,Lake,Bitter,Wet Dog Odour,Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. iron  content and  presence of bacteria that come from food  domastic wast .
Low,Lake,Bitter,Wet Dog Odour,Orange,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  presence of bacteria that come from food  domastic wast . And natural dissolved organic matter (e.g. tannins)
Low,Lake,Bitter,Wet Dog Odour,Cloudy-White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  may be   presence of bacteria that come from food  domastic wast    Foaming     Agents  and air bubbles
